LoanId,Amount,Grade,Grade_Score,Home,Income,Income_Bracket,Status,Default_Flag,Reason,DebtIncRat,DTI_Risk_Category,Loan_Size_Category,Income_to_Loan_Ratio,Risk_Score,Overall_Risk_Category
282741,"14,000",E,5,RENT,"35,000",Low,Current,0,debt_consolidation,32.65,Medium Risk,Medium,40,15.66,MEDIUM RISK
20855,"10,000",C,3,OWN,"40,000",Medium,Fully Paid,0,home_improvement,37.05,High Risk,Medium,25,16.22,MEDIUM RISK
470391,"11,200",D,4,RENT,"33,000",Low,Charged Off,1,debt_consolidation,17.67,Low Risk,Medium,33.94,9.27,LOW RISK
134148,"4,000",D,4,RENT,"53,000",Medium,Fully Paid,0,other,13,Low Risk,Small,7.55,7.4,LOW RISK
649011,"5,950",E,5,MORTGAGE,"54,000",Medium,Charged Off,1,debt_consolidation,7.38,Low Risk,Medium,11.02,5.35,LOW RISK
581038,"18,000",B,2,MORTGAGE,"115,000",High,Current,0,debt_consolidation,3.81,Low Risk,Large,15.65,2.72,LOW RISK
38422,"10,375",C,3,OWN,"29,000",Low,Fully Paid,0,debt_consolidation,30.55,Medium Risk,Medium,35.78,13.62,MEDIUM RISK
525867,"8,000",C,3,RENT,"37,440",Low,Fully Paid,0,debt_consolidation,8.69,Low Risk,Medium,21.37,5.28,LOW RISK
445026,"12,850",D,4,RENT,"54,000",Medium,Fully Paid,0,debt_consolidation,28.09,Medium Risk,Medium,23.8,13.44,MEDIUM RISK
342267,"15,000",A,1,MORTGAGE,"75,000",Medium,Fully Paid,0,credit_card,12.56,Low Risk,Large,20,5.82,LOW RISK
613194,"18,000",F,6,RENT,"50,000",Medium,Current,0,debt_consolidation,24.92,Medium Risk,Large,36,12.97,MEDIUM RISK
300270,"25,000",C,3,OWN,"80,000",High,Current,0,debt_consolidation,34.35,Medium Risk,Large,31.25,15.14,MEDIUM RISK
153630,"8,000",C,3,RENT,"40,000",Medium,Fully Paid,0,debt_consolidation,19.05,Low Risk,Medium,20,9.42,LOW RISK
193965,"10,075",D,4,MORTGAGE,"30,000",Low,Current,0,debt_consolidation,24.72,Medium Risk,Medium,33.58,11.89,MEDIUM RISK
159294,"14,000",B,2,MORTGAGE,"150,000",High,Fully Paid,0,credit_card,11.05,Low Risk,Medium,9.33,5.62,LOW RISK
299553,"21,000",E,5,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,23.68,Medium Risk,Large,42,11.87,MEDIUM RISK
112088,"8,800",B,2,RENT,"60,000",Medium,Fully Paid,0,debt_consolidation,13.76,Low Risk,Medium,14.67,6.9,LOW RISK
156249,"31,025",E,5,MORTGAGE,"80,100",High,Current,0,debt_consolidation,27.07,Medium Risk,Large,38.73,13.23,MEDIUM RISK
602634,"16,000",D,4,MORTGAGE,"56,000",Medium,Fully Paid,0,credit_card,16.07,Low Risk,Large,28.57,8.43,LOW RISK
154991,"13,500",C,3,MORTGAGE,"110,000",High,Fully Paid,0,home_improvement,13.84,Low Risk,Medium,12.27,7.14,LOW RISK
621836,"10,000",A,1,OWN,"51,000",Medium,Fully Paid,0,credit_card,7.08,Low Risk,Medium,19.61,3.43,LOW RISK
130191,"21,000",D,4,MORTGAGE,"200,000",High,Fully Paid,0,debt_consolidation,9.35,Low Risk,Large,10.5,5.74,LOW RISK
513165,"5,000",C,3,MORTGAGE,"68,500",Medium,Current,0,debt_consolidation,6.41,Low Risk,Medium,7.3,4.16,LOW RISK
136350,"7,000",A,1,RENT,"23,663",Low,Fully Paid,0,debt_consolidation,20.75,Medium Risk,Medium,29.58,9.3,LOW RISK
644365,"33,600",D,4,RENT,"102,000",High,Fully Paid,0,debt_consolidation,27.29,Medium Risk,Large,32.94,13.12,MEDIUM RISK
180103,"7,200",D,4,MORTGAGE,"17,328",Low,Fully Paid,0,credit_card,15.65,Low Risk,Medium,41.55,8.26,LOW RISK
529623,"11,200",B,2,MORTGAGE,"60,200",Medium,Current,0,debt_consolidation,7.97,Low Risk,Medium,18.6,4.39,LOW RISK
177977,"3,850",C,3,MORTGAGE,"65,137",Medium,Fully Paid,0,other,13.56,Low Risk,Small,5.91,7.02,LOW RISK
275092,"12,000",A,1,OWN,"95,000",High,Current,0,debt_consolidation,4.09,Low Risk,Medium,12.63,2.24,LOW RISK
471057,"23,250",B,2,MORTGAGE,"50,577",Medium,Fully Paid,0,debt_consolidation,16.39,Low Risk,Large,45.97,7.76,LOW RISK
415719,"3,000",B,2,MORTGAGE,"37,000",Low,Late (16-30 days),0,major_purchase,24.04,Medium Risk,Small,8.11,10.82,MEDIUM RISK
400308,"8,500",C,3,RENT,"44,123",Medium,Fully Paid,0,debt_consolidation,20.67,Medium Risk,Medium,19.26,10.07,MEDIUM RISK
384112,"28,000",D,4,OWN,"75,000",Medium,Fully Paid,0,debt_consolidation,26.9,Medium Risk,Large,37.33,12.56,MEDIUM RISK
441690,"12,800",C,3,MORTGAGE,"30,000",Low,Current,0,credit_card,24.32,Medium Risk,Medium,42.67,11.33,MEDIUM RISK
581130,"20,125",D,4,MORTGAGE,"56,000",Medium,Current,0,debt_consolidation,20.65,Medium Risk,Large,35.94,10.26,MEDIUM RISK
171029,"11,000",D,4,MORTGAGE,"35,000",Low,Current,0,credit_card,21.64,Medium Risk,Medium,31.43,10.66,MEDIUM RISK
238602,"12,000",C,3,MORTGAGE,"110,000",High,Fully Paid,0,debt_consolidation,15.01,Low Risk,Medium,10.91,7.6,LOW RISK
495470,"20,000",A,1,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,24.46,Medium Risk,Large,40,10.58,MEDIUM RISK
631738,"25,000",A,1,MORTGAGE,"180,000",High,Fully Paid,0,credit_card,15.44,Low Risk,Large,13.89,6.98,LOW RISK
655477,"17,000",A,1,MORTGAGE,"72,000",Medium,Fully Paid,0,debt_consolidation,15.25,Low Risk,Large,23.61,6.9,LOW RISK
152776,"5,950",C,3,RENT,"30,000",Low,Fully Paid,0,debt_consolidation,4.6,Low Risk,Medium,19.83,3.64,LOW RISK
563192,"15,725",C,3,RENT,"49,200",Medium,Late (16-30 days),0,debt_consolidation,11.46,Low Risk,Large,31.96,6.38,LOW RISK
283664,"7,025",C,3,MORTGAGE,"39,372",Low,Late (31-120 days),0,credit_card,33.74,Medium Risk,Medium,17.84,15.1,MEDIUM RISK
291224,"20,000",A,1,MORTGAGE,"90,000",High,Current,0,credit_card,31.57,Medium Risk,Large,22.22,13.43,MEDIUM RISK
221775,"13,200",A,1,RENT,"120,000",High,Fully Paid,0,credit_card,12.95,Low Risk,Medium,11,6.18,LOW RISK
267446,"16,000",B,2,MORTGAGE,"72,000",Medium,Current,0,debt_consolidation,13.33,Low Risk,Large,22.22,6.53,LOW RISK
441860,"9,000",C,3,RENT,"113,000",High,Fully Paid,0,debt_consolidation,18.56,Low Risk,Medium,7.96,9.22,LOW RISK
622736,"28,500",D,4,MORTGAGE,"73,200",Medium,Fully Paid,0,debt_consolidation,3.82,Low Risk,Large,38.93,3.53,LOW RISK
71600,"6,000",B,2,OWN,"95,000",High,Fully Paid,0,debt_consolidation,24.23,Medium Risk,Medium,6.32,10.69,MEDIUM RISK
166717,"8,000",C,3,OWN,"25,000",Low,Fully Paid,0,debt_consolidation,5.57,Low Risk,Medium,32,3.63,LOW RISK
170494,"15,000",C,3,MORTGAGE,"65,000",Medium,Fully Paid,0,debt_consolidation,14.84,Low Risk,Large,23.08,7.54,LOW RISK
463561,"8,275",A,1,RENT,"18,000",Low,Charged Off,1,debt_consolidation,12.8,Low Risk,Medium,45.97,6.12,LOW RISK
351693,"14,000",C,3,OWN,"45,000",Medium,Fully Paid,0,major_purchase,9.84,Low Risk,Medium,31.11,5.34,LOW RISK
31915,"21,000",D,4,MORTGAGE,"175,000",High,Charged Off,1,debt_consolidation,13.3,Low Risk,Large,12,7.32,LOW RISK
38232,"9,000",B,2,MORTGAGE,"58,000",Medium,Fully Paid,0,debt_consolidation,8.36,Low Risk,Medium,15.52,4.54,LOW RISK
88721,"5,400",C,3,RENT,"49,000",Medium,Fully Paid,0,credit_card,18.12,Low Risk,Medium,11.02,9.05,LOW RISK
313175,"10,500",E,5,OWN,"27,000",Low,Fully Paid,0,credit_card,13.42,Low Risk,Medium,38.89,7.57,LOW RISK
514125,"19,000",C,3,MORTGAGE,"91,000",High,Fully Paid,0,debt_consolidation,19.92,Low Risk,Large,20.88,9.57,LOW RISK
314184,"6,000",D,4,MORTGAGE,"31,000",Low,Current,0,debt_consolidation,21.64,Medium Risk,Medium,19.35,10.66,MEDIUM RISK
99227,"10,000",C,3,RENT,"26,000",Low,Fully Paid,0,credit_card,21.56,Medium Risk,Medium,38.46,10.42,MEDIUM RISK
252475,"11,000",A,1,MORTGAGE,"156,000",High,Current,0,credit_card,31,Medium Risk,Medium,7.05,13.2,MEDIUM RISK
330630,"10,000",D,4,RENT,"40,000",Medium,Charged Off,1,other,31.32,Medium Risk,Medium,25,14.73,MEDIUM RISK
63407,"12,000",C,3,OWN,"62,000",Medium,Fully Paid,0,credit_card,23.85,Medium Risk,Medium,19.35,10.94,MEDIUM RISK
121470,"7,000",C,3,MORTGAGE,"80,000",High,Fully Paid,0,debt_consolidation,14.1,Low Risk,Medium,8.75,7.24,LOW RISK
568398,"5,200",D,4,RENT,"65,000",Medium,Fully Paid,0,debt_consolidation,15.34,Low Risk,Medium,8,8.34,LOW RISK
229551,"11,200",B,2,MORTGAGE,"47,000",Medium,Fully Paid,0,home_improvement,30.67,Medium Risk,Medium,23.83,13.47,MEDIUM RISK
44472,"9,600",A,1,RENT,"25,000",Low,Fully Paid,0,credit_card,21.43,Medium Risk,Medium,38.4,9.57,LOW RISK
98279,"18,000",A,1,MORTGAGE,"85,000",High,Fully Paid,0,debt_consolidation,6.83,Low Risk,Large,21.18,3.53,LOW RISK
45183,"10,000",B,2,MORTGAGE,"101,000",High,Fully Paid,0,home_improvement,22.58,Medium Risk,Medium,9.9,10.23,MEDIUM RISK
309247,"12,000",B,2,OWN,"68,000",Medium,In Grace Period,0,debt_consolidation,10.72,Low Risk,Medium,17.65,5.29,LOW RISK
181235,"13,200",A,1,MORTGAGE,"107,000",High,Fully Paid,0,credit_card,19.04,Low Risk,Medium,12.34,8.42,LOW RISK
349526,"4,800",B,2,RENT,"34,000",Low,Late (16-30 days),0,debt_consolidation,12.11,Low Risk,Small,14.12,6.24,LOW RISK
607859,"8,000",C,3,OWN,"65,000",Medium,Fully Paid,0,major_purchase,16.43,Low Risk,Medium,12.31,7.97,LOW RISK
228088,"22,750",D,4,MORTGAGE,"55,000",Medium,Charged Off,1,debt_consolidation,12.7,Low Risk,Large,41.36,7.08,LOW RISK
351094,"3,000",C,3,MORTGAGE,"15,000",Low,Fully Paid,0,debt_consolidation,12.24,Low Risk,Small,20,6.5,LOW RISK
15722,"13,000",A,1,MORTGAGE,"62,000",Medium,Fully Paid,0,debt_consolidation,26,Medium Risk,Medium,20.97,11.2,MEDIUM RISK
389817,"8,000",B,2,MORTGAGE,"85,000",High,Fully Paid,0,debt_consolidation,17.85,Low Risk,Medium,9.41,8.34,LOW RISK
216178,"15,550",C,3,MORTGAGE,"60,000",Medium,Fully Paid,0,debt_consolidation,12.12,Low Risk,Large,25.92,6.45,LOW RISK
268223,"24,000",D,4,RENT,"82,500",High,Current,0,credit_card,24.71,Medium Risk,Large,29.09,12.08,MEDIUM RISK
12585,"15,000",C,3,OWN,"70,000",Medium,Fully Paid,0,other,37.44,High Risk,Large,21.43,16.38,MEDIUM RISK
392626,"9,600",B,2,RENT,"48,000",Medium,Current,0,debt_consolidation,12.8,Low Risk,Medium,20,6.52,LOW RISK
141210,"24,500",C,3,MORTGAGE,"125,000",High,Fully Paid,0,credit_card,14.63,Low Risk,Large,19.6,7.45,LOW RISK
476714,"26,400",B,2,MORTGAGE,"80,000",High,Current,0,debt_consolidation,5.16,Low Risk,Large,33,3.26,LOW RISK
650406,"26,000",B,2,MORTGAGE,"78,000",Medium,Fully Paid,0,debt_consolidation,7.48,Low Risk,Large,33.33,4.19,LOW RISK
492028,"10,000",C,3,RENT,"50,000",Medium,Fully Paid,0,debt_consolidation,33.89,Medium Risk,Medium,20,15.36,MEDIUM RISK
181439,"7,300",B,2,OWN,"41,471",Medium,Fully Paid,0,credit_card,16.18,Low Risk,Medium,17.6,7.47,LOW RISK
591938,"18,000",B,2,MORTGAGE,"46,000",Medium,Fully Paid,0,credit_card,9.42,Low Risk,Large,39.13,4.97,LOW RISK
77009,"5,000",A,1,RENT,"35,000",Low,Fully Paid,0,credit_card,33.4,Medium Risk,Medium,14.29,14.36,MEDIUM RISK
141240,"6,000",B,2,RENT,"78,000",Medium,Fully Paid,0,home_improvement,24.34,Medium Risk,Medium,7.69,11.14,MEDIUM RISK
502175,"2,500",D,4,OWN,"60,000",Medium,Fully Paid,0,home_improvement,33.28,Medium Risk,Small,4.17,15.11,MEDIUM RISK
282898,"35,000",D,4,OWN,"145,000",High,Current,0,debt_consolidation,19.99,Low Risk,Large,24.14,9.8,LOW RISK
47214,"24,000",B,2,MORTGAGE,"49,500",Medium,Charged Off,1,credit_card,22.06,Medium Risk,Large,48.48,10.02,MEDIUM RISK
427334,"20,000",D,4,OWN,"80,000",High,Current,0,debt_consolidation,13.71,Low Risk,Large,25,7.28,LOW RISK
102637,"5,000",B,2,RENT,"32,000",Low,Fully Paid,0,debt_consolidation,5.51,Low Risk,Medium,15.63,3.6,LOW RISK
514651,"6,025",C,3,RENT,"18,500",Low,Fully Paid,0,debt_consolidation,7.66,Low Risk,Medium,32.57,4.86,LOW RISK
410090,"16,000",A,1,MORTGAGE,"58,000",Medium,Fully Paid,0,credit_card,16.76,Low Risk,Large,27.59,7.5,LOW RISK
239136,"10,000",B,2,MORTGAGE,"80,000",High,Fully Paid,0,debt_consolidation,8.94,Low Risk,Medium,12.5,4.78,LOW RISK
19840,"5,000",B,2,MORTGAGE,"81,000",High,Fully Paid,0,vacation,29.16,Medium Risk,Medium,6.17,12.86,MEDIUM RISK
480397,"22,000",B,2,OWN,"49,320",Medium,Fully Paid,0,debt_consolidation,21.59,Medium Risk,Large,44.61,9.64,LOW RISK
467504,"9,800",C,3,MORTGAGE,"68,000",Medium,Current,0,other,19.61,Low Risk,Medium,14.41,9.44,LOW RISK
188748,"20,800",C,3,OWN,"50,000",Medium,Fully Paid,0,credit_card,25.13,Medium Risk,Large,41.6,11.45,MEDIUM RISK
396849,"8,000",C,3,RENT,"50,000",Medium,Fully Paid,0,debt_consolidation,10.11,Low Risk,Medium,16,5.84,LOW RISK
237072,"10,000",B,2,MORTGAGE,"59,600",Medium,Fully Paid,0,home_improvement,3.34,Low Risk,Medium,16.78,2.54,LOW RISK
499164,"18,000",A,1,MORTGAGE,"280,000",High,Fully Paid,0,debt_consolidation,18.46,Low Risk,Large,6.43,8.18,LOW RISK
546304,"35,000",E,5,MORTGAGE,"103,000",High,Fully Paid,0,debt_consolidation,28.46,Medium Risk,Large,33.98,13.78,MEDIUM RISK
545121,"15,000",C,3,MORTGAGE,"110,000",High,Fully Paid,0,home_improvement,10.26,Low Risk,Large,13.64,5.7,LOW RISK
19327,"11,000",E,5,MORTGAGE,"114,000",High,Charged Off,1,debt_consolidation,8.52,Low Risk,Medium,9.65,5.81,LOW RISK
62506,"10,400",C,3,RENT,"40,000",Medium,Fully Paid,0,debt_consolidation,14.67,Low Risk,Medium,26,7.67,LOW RISK
380263,"14,000",A,1,MORTGAGE,"125,000",High,Charged Off,1,credit_card,15.5,Low Risk,Medium,11.2,7,LOW RISK
286566,"6,000",B,2,RENT,"50,000",Medium,Current,0,debt_consolidation,13.85,Low Risk,Medium,12,6.94,LOW RISK
532385,"17,875",C,3,RENT,"39,000",Low,Fully Paid,0,debt_consolidation,21.63,Medium Risk,Large,45.83,10.45,MEDIUM RISK
20139,"7,500",A,1,RENT,"65,000",Medium,Fully Paid,0,credit_card,13.81,Low Risk,Medium,11.54,6.52,LOW RISK
236265,"14,000",E,5,MORTGAGE,"80,000",High,Fully Paid,0,small_business,14.39,Low Risk,Medium,17.5,8.16,LOW RISK
562817,"15,000",C,3,MORTGAGE,"44,000",Medium,Charged Off,1,debt_consolidation,18.25,Low Risk,Large,34.09,8.9,LOW RISK
474926,"25,000",C,3,MORTGAGE,"79,500",Medium,Charged Off,1,credit_card,29.54,Medium Risk,Large,31.45,13.42,MEDIUM RISK
606201,"16,000",D,4,RENT,"70,000",Medium,Fully Paid,0,credit_card,17.06,Low Risk,Large,22.86,9.02,LOW RISK
155257,"18,000",B,2,MORTGAGE,"98,000",High,Fully Paid,0,credit_card,21.68,Medium Risk,Large,18.37,9.87,LOW RISK
589189,"5,000",C,3,MORTGAGE,"65,000",Medium,Fully Paid,0,credit_card,19.59,Low Risk,Medium,7.69,9.44,LOW RISK
367512,"5,175",C,3,OWN,"36,000",Low,Current,0,debt_consolidation,32.86,Medium Risk,Medium,14.38,14.54,MEDIUM RISK
326055,"7,700",A,1,MORTGAGE,"40,000",Medium,Current,0,debt_consolidation,9.39,Low Risk,Medium,19.25,4.56,LOW RISK
278949,"6,025",C,3,OWN,"31,000",Low,Current,0,debt_consolidation,37.36,High Risk,Medium,19.44,16.34,MEDIUM RISK
316150,"12,950",E,5,RENT,"36,000",Low,Charged Off,1,debt_consolidation,19.17,Low Risk,Medium,35.97,10.27,MEDIUM RISK
256912,"18,000",C,3,MORTGAGE,"68,500",Medium,Current,0,debt_consolidation,15.29,Low Risk,Large,26.28,7.72,LOW RISK
65363,"10,000",C,3,RENT,"35,000",Low,Charged Off,1,debt_consolidation,11.52,Low Risk,Medium,28.57,6.41,LOW RISK
544163,"12,000",A,1,RENT,"56,636",Medium,Current,0,debt_consolidation,16.47,Low Risk,Medium,21.19,7.59,LOW RISK
281742,"9,425",C,3,MORTGAGE,"35,000",Low,Fully Paid,0,debt_consolidation,33.74,Medium Risk,Medium,26.93,15.1,MEDIUM RISK
173494,"6,500",E,5,MORTGAGE,"38,088",Low,Fully Paid,0,medical,25.43,Medium Risk,Medium,17.07,12.57,MEDIUM RISK
134481,"10,875",C,3,OWN,"58,000",Medium,Fully Paid,0,debt_consolidation,18.29,Low Risk,Medium,18.75,8.72,LOW RISK
127027,"7,550",B,2,RENT,"36,000",Low,Fully Paid,0,debt_consolidation,24.23,Medium Risk,Medium,20.97,11.09,MEDIUM RISK
232661,"15,200",B,2,MORTGAGE,"120,000",High,Charged Off,1,credit_card,13.99,Low Risk,Large,12.67,6.8,LOW RISK
431120,"15,000",C,3,MORTGAGE,"45,000",Medium,Fully Paid,0,debt_consolidation,24.13,Medium Risk,Large,33.33,11.25,MEDIUM RISK
548141,"1,600",C,3,RENT,"38,000",Low,Fully Paid,0,debt_consolidation,16.96,Low Risk,Small,4.21,8.58,LOW RISK
126590,"5,000",B,2,RENT,"70,425",Medium,Fully Paid,0,credit_card,21.48,Medium Risk,Medium,7.1,9.99,LOW RISK
184729,"24,650",D,4,RENT,"65,000",Medium,Fully Paid,0,debt_consolidation,22.25,Medium Risk,Large,37.92,11.1,MEDIUM RISK
280182,"16,000",A,1,MORTGAGE,"96,000",High,Late (31-120 days),0,debt_consolidation,19.79,Low Risk,Large,16.67,8.72,LOW RISK
315076,"1,800",B,2,RENT,"80,237",High,Charged Off,1,credit_card,15.11,Low Risk,Small,2.24,7.44,LOW RISK
490104,"7,500",A,1,RENT,"54,750",Medium,Fully Paid,0,debt_consolidation,14.07,Low Risk,Medium,13.7,6.63,LOW RISK
350068,"21,000",C,3,MORTGAGE,"88,000",High,Current,0,debt_consolidation,21.56,Medium Risk,Large,23.86,10.22,MEDIUM RISK
625068,"10,000",C,3,MORTGAGE,"42,000",Medium,Fully Paid,0,debt_consolidation,21.49,Medium Risk,Medium,23.81,10.2,MEDIUM RISK
274904,"20,000",A,1,RENT,"51,050",Medium,Fully Paid,0,credit_card,23.15,Medium Risk,Large,39.18,10.26,MEDIUM RISK
110165,"8,500",E,5,MORTGAGE,"65,000",Medium,Fully Paid,0,credit_card,26.48,Medium Risk,Medium,13.08,12.99,MEDIUM RISK
511099,"8,000",B,2,RENT,"105,000",High,Fully Paid,0,debt_consolidation,3.38,Low Risk,Medium,7.62,2.75,LOW RISK
119404,"20,950",B,2,MORTGAGE,"135,000",High,Fully Paid,0,credit_card,22.75,Medium Risk,Large,15.52,10.3,MEDIUM RISK
312565,"10,000",A,1,MORTGAGE,"42,000",Medium,Fully Paid,0,debt_consolidation,6.74,Low Risk,Medium,23.81,3.5,LOW RISK
174799,"3,500",C,3,MORTGAGE,"40,000",Medium,Fully Paid,0,debt_consolidation,12.69,Low Risk,Small,8.75,6.68,LOW RISK
363342,"20,000",C,3,RENT,"68,000",Medium,Current,0,debt_consolidation,30.16,Medium Risk,Large,29.41,13.86,MEDIUM RISK
629697,"20,000",C,3,MORTGAGE,"88,000",High,Fully Paid,0,small_business,13.04,Low Risk,Large,22.73,6.82,LOW RISK
120774,"18,700",C,3,MORTGAGE,"70,000",Medium,Fully Paid,0,debt_consolidation,23.76,Medium Risk,Large,26.71,11.1,MEDIUM RISK
470367,"24,800",B,2,RENT,"66,000",Medium,Charged Off,1,credit_card,30.48,Medium Risk,Large,37.58,13.59,MEDIUM RISK
227195,"20,000",C,3,MORTGAGE,"275,000",High,Fully Paid,0,major_purchase,7.52,Low Risk,Large,7.27,4.61,LOW RISK
427257,"18,000",D,4,MORTGAGE,"65,000",Medium,Fully Paid,0,credit_card,34.79,Medium Risk,Large,27.69,15.92,MEDIUM RISK
167461,"18,000",C,3,RENT,"46,800",Medium,Fully Paid,0,credit_card,31.62,Medium Risk,Large,38.46,14.45,MEDIUM RISK
129900,"18,000",B,2,RENT,"75,000",Medium,Fully Paid,0,debt_consolidation,11.7,Low Risk,Large,24,6.08,LOW RISK
441498,"12,000",B,2,MORTGAGE,"82,000",High,Current,0,debt_consolidation,37.22,High Risk,Medium,14.63,16.09,MEDIUM RISK
57750,"17,500",C,3,MORTGAGE,"55,000",Medium,Fully Paid,0,debt_consolidation,19.53,Low Risk,Large,31.82,9.41,LOW RISK
566303,"12,000",D,4,RENT,"52,000",Medium,Fully Paid,0,debt_consolidation,24.18,Medium Risk,Medium,23.08,11.87,MEDIUM RISK
656515,"6,250",E,5,MORTGAGE,"18,500",Low,Fully Paid,0,debt_consolidation,38.29,High Risk,Medium,33.78,17.72,MEDIUM RISK
208685,"16,425",D,4,RENT,"80,000",High,Fully Paid,0,other,10.86,Low Risk,Large,20.53,6.54,LOW RISK
630014,"10,725",E,5,RENT,"30,000",Low,Fully Paid,0,other,38.4,High Risk,Medium,35.75,17.96,MEDIUM RISK
8652,"28,000",C,3,MORTGAGE,"83,000",High,Fully Paid,0,debt_consolidation,19.12,Low Risk,Large,33.73,9.25,LOW RISK
177124,"15,000",C,3,MORTGAGE,"110,000",High,Charged Off,1,small_business,32.03,Medium Risk,Large,13.64,14.41,MEDIUM RISK
128700,"25,000",D,4,RENT,"140,000",High,Charged Off,1,credit_card,10.94,Low Risk,Large,17.86,6.58,LOW RISK
178024,"5,000",D,4,RENT,"22,000",Low,Fully Paid,0,credit_card,10.8,Low Risk,Medium,22.73,6.52,LOW RISK
113281,"21,000",A,1,RENT,"65,000",Medium,Fully Paid,0,debt_consolidation,27.54,Medium Risk,Large,32.31,12.02,MEDIUM RISK
570117,"7,200",B,2,RENT,"43,000",Medium,Fully Paid,0,debt_consolidation,20.34,Medium Risk,Medium,16.74,9.54,LOW RISK
626561,"10,300",F,6,RENT,"111,000",High,Charged Off,1,debt_consolidation,15.5,Low Risk,Medium,9.28,9.2,LOW RISK
360291,"10,000",A,1,RENT,"34,000",Low,Fully Paid,0,credit_card,26.54,Medium Risk,Medium,29.41,11.62,MEDIUM RISK
8142,"12,000",B,2,RENT,"72,000",Medium,Current,0,major_purchase,22.4,Medium Risk,Medium,16.67,10.36,MEDIUM RISK
654537,"8,000",B,2,RENT,"55,000",Medium,Fully Paid,0,debt_consolidation,13.66,Low Risk,Medium,14.55,6.86,LOW RISK
325433,"18,150",C,3,RENT,"85,000",High,Fully Paid,0,debt_consolidation,30.65,Medium Risk,Large,21.35,14.06,MEDIUM RISK
424279,"8,000",B,2,RENT,"33,000",Low,Current,0,credit_card,19.22,Low Risk,Medium,24.24,9.09,LOW RISK
333774,"16,000",C,3,OWN,"56,000",Medium,Fully Paid,0,home_improvement,16.67,Low Risk,Large,28.57,8.07,LOW RISK
39380,"20,550",E,5,MORTGAGE,"65,000",Medium,Current,0,debt_consolidation,14.36,Low Risk,Large,31.62,8.14,LOW RISK
473451,"5,500",A,1,MORTGAGE,"50,000",Medium,Current,0,credit_card,26.87,Medium Risk,Medium,11,11.55,MEDIUM RISK
446219,"4,000",C,3,MORTGAGE,"41,000",Medium,Fully Paid,0,debt_consolidation,24.06,Medium Risk,Small,9.76,11.22,MEDIUM RISK
459067,"12,000",C,3,RENT,"42,000",Medium,Current,0,debt_consolidation,12.09,Low Risk,Medium,28.57,6.64,LOW RISK
147047,"30,000",B,2,MORTGAGE,"124,000",High,Fully Paid,0,credit_card,20.37,Medium Risk,Large,24.19,9.35,LOW RISK
231060,"8,000",A,1,RENT,"59,000",Medium,Fully Paid,0,credit_card,22.11,Medium Risk,Medium,13.56,9.84,LOW RISK
323656,"20,000",C,3,MORTGAGE,"51,000",Medium,Current,0,credit_card,17.9,Low Risk,Large,39.22,8.76,LOW RISK
616531,"24,000",B,2,RENT,"82,000",High,Current,0,credit_card,13.53,Low Risk,Large,29.27,6.81,LOW RISK
297306,"15,000",B,2,OWN,"80,000",High,Late (31-120 days),0,credit_card,33.12,Medium Risk,Large,18.75,14.25,MEDIUM RISK
45581,"15,000",B,2,MORTGAGE,"50,000",Medium,Fully Paid,0,credit_card,33.27,Medium Risk,Large,30,14.51,MEDIUM RISK
286443,"10,000",A,1,OWN,"78,000",Medium,Current,0,credit_card,15.16,Low Risk,Medium,12.82,6.66,LOW RISK
296764,"6,000",B,2,MORTGAGE,"40,000",Medium,Charged Off,1,debt_consolidation,17.1,Low Risk,Medium,15,8.04,LOW RISK
239507,"5,000",B,2,RENT,"38,200",Low,Current,0,debt_consolidation,4.69,Low Risk,Medium,13.09,3.28,LOW RISK
629295,"30,000",D,4,MORTGAGE,"70,000",Medium,Current,0,debt_consolidation,13.15,Low Risk,Large,42.86,7.26,LOW RISK
12072,"11,200",C,3,MORTGAGE,"102,000",High,Fully Paid,0,vacation,16.22,Low Risk,Medium,10.98,8.09,LOW RISK
604587,"20,000",B,2,RENT,"55,000",Medium,Charged Off,1,debt_consolidation,13.98,Low Risk,Large,36.36,6.99,LOW RISK
646863,"7,000",C,3,RENT,"20,000",Low,Fully Paid,0,credit_card,26.05,Medium Risk,Medium,35,12.22,MEDIUM RISK
120939,"6,000",D,4,OWN,"40,000",Medium,Fully Paid,0,car,3.15,Low Risk,Medium,15,3.06,LOW RISK
565205,"28,000",A,1,RENT,"71,020",Medium,Current,0,debt_consolidation,10.17,Low Risk,Large,39.43,5.07,LOW RISK
374439,"18,000",C,3,RENT,"73,000",Medium,Current,0,other,15.27,Low Risk,Large,24.66,7.91,LOW RISK
549407,"4,325",C,3,RENT,"70,000",Medium,Current,0,major_purchase,13.18,Low Risk,Small,6.18,7.07,LOW RISK
566247,"5,500",C,3,RENT,"126,880",High,Current,0,major_purchase,23.43,Medium Risk,Medium,4.33,11.17,MEDIUM RISK
341653,"24,000",D,4,MORTGAGE,"50,000",Medium,Charged Off,1,debt_consolidation,26.86,Medium Risk,Large,48,12.74,MEDIUM RISK
559564,"35,000",B,2,MORTGAGE,"101,000",High,Fully Paid,0,debt_consolidation,11.67,Low Risk,Large,34.65,5.87,LOW RISK
458853,"19,200",A,1,RENT,"98,000",High,Current,0,debt_consolidation,27.33,Medium Risk,Large,19.59,11.93,MEDIUM RISK
